tokens,ner_tags
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0011"", ""schemes."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0012"", ""Afghanistan."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0013"", ""government."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0014"", ""dictatorship."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0015"", ""police."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0016"", ""issue."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0017"", ""overthrow."", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0018"", ""did."", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0019"", ""government."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0020"", ""funding."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0021"", ""attacks."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0022"", ""defanged."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0023"", ""Gaza."", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0024"", ""States."", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0025"", ""peace."", ""stephen"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0026"", ""them."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0027"", ""there."", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0028"", ""foreigners."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0029"", ""Kurds."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0030"", ""entr\u00e9e."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0031"", ""households."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0032"", ""Reagan."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0033"", ""better."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0034"", ""out."", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49"", ""50""]","[""weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035"", ""ball."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""stephen"", ""-"", ""stephen"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986"", ""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0001"", ""Star"", ""-"", ""-"", ""-"", ""stephen"", ""stephen""]"
"[""#"", ""#"", ""1"", ""2"", ""3""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0002"", ""Cole"", ""-"", ""stephen"", ""stephen""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0003"", ""2004"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0004"", ""terrorism."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0005"", ""States."", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0006"", ""US."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0007"", ""security?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008"", ""movements."", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0009"", ""bombings."", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0010"", ""there."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0011"", ""mollified."", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0012"", ""war."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0013"", ""warfare."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0014"", ""Israel."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0015"", ""considerations."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""stephen"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0016"", ""Palestinians."", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0017"", ""deal."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0018"", ""Iraq."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""stephen"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019"", ""stockpiles."", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020"", ""2003."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30""]","[""weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021"", ""instability."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""stephen"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
